order_id,order_date,region,category,quantity,unit_price,customer_rating,revenue
O0252,2024-02-03,East,Electronics,6,34.14,4.2,204.84
O0253,2024-02-29,North,Home,7,33.87,3.9,237.09
O0254,2024-04-28,East,Home,2,587.6999999999999,4.7,65.3
O0255,2024-01-27,East,Books,2,60.28,3.6,120.56
O0256,2024-05-01,East,Electronics,3,56.94,2.8,170.82
O0257,2024-01-19,North,Home,4,17.4,3.0,69.6
O0258,2024-02-01,East,Accessories,7,28.29,3.6,198.03
O0259,2024-04-15,West,Books,2,14.8,3.1,29.6
O0260,2024-05-22,East,Accessories,2,22.54,,45.08
O0261,2024-01-31,North,Accessories,2,15.03,3.7,30.06
O0262,2024-02-23,West,Accessories,7,63.63,5.0,445.41
O0263,2024-06-15,West,Books,1,28.12,2.7,28.12
O0264,2024-06-27,North,Home,3,19.26,4.2,57.78
O0265,2024-04-14,West,Books,1,48.22,3.2,48.22
O0266,2024-03-21,South,Books,2,5.41,3.6,10.82
O0267,2024-03-03,East,Electronics,7,5.99,4.1,41.93
O0268,2024-04-20,South,Home,1,37.24,2.3,37.24
O0269,2024-04-16,,Home,3,23.09,4.2,69.27
O0270,2024-02-23,West,Books,7,26.12,5.0,182.84
O0271,2024-01-05,West,Electronics,5,9.37,3.7,46.85
O0272,2024-01-28,West,Accessories,1,21.87,4.2,21.87
O0273,2024-06-21,West,Books,4,81.64,4.8,326.56
O0274,2024-03-16,North,Electronics,7,37.93,3.9,265.51
O0275,2024-03-27,South,Home,3,24.79,3.6,74.37
O0276,2024-03-25,East,Home,4,16.69,,66.76
O0277,2024-05-20,East,Home,4,17.18,4.5,68.72
O0278,2024-01-12,North,Home,5,5.56,3.9,27.8
O0279,2024-01-15,North,Books,2,26.24,3.2,52.48
O0280,2024-02-19,East,Accessories,6,38.46,4.1,230.76
O0281,2024-03-28,East,Books,7,7.97,3.6,55.79
O0282,2024-04-30,North,Accessories,1,14.44,3.6,14.44
O0283,2024-03-29,North,Electronics,6,10.46,4.5,62.76
O0284,2024-03-20,North,Books,6,11.85,3.0,71.1
O0285,2024-06-17,East,Home,6,22.98,4.8,137.88
O0286,2024-01-29,North,Electronics,3,5.73,3.0,17.19
O0287,2024-04-12,East,Electronics,4,33.09,3.5,132.36
O0288,2024-04-07,South,Books,6,36.23,5.0,217.38
O0289,2024-03-26,South,Home,2,18.86,4.8,37.72
O0290,2024-05-25,East,Electronics,6,4.43,4.1,26.58
O0291,2024-02-18,East,Home,7,11.62,3.3,81.34
O0292,2024-06-20,East,Electronics,5,49.47,3.6,247.35
O0293,2024-02-29,,Electronics,3,3.65,4.1,10.95
O0294,2024-04-08,West,Electronics,4,17.71,4.0,70.84
O0295,2024-04-03,West,Accessories,1,10.31,3.9,10.31
O0296,2024-06-01,East,Home,7,37.45,4.0,262.15
O0297,2024-03-20,South,Accessories,3,14.31,3.8,42.93
O0298,2024-02-21,North,Home,1,28.86,2.9,28.86
O0299,2024-01-04,,Electronics,6,32.06,3.6,192.36
O0300,2024-03-06,,Home,5,73.23,4.7,366.15
O0301,2024-05-28,West,Books,5,19.45,3.0,97.25
O0302,2024-01-02,West,Accessories,1,28.34,3.9,28.34
O0303,2024-06-10,North,Electronics,6,8.45,3.4,50.7
O0304,2024-04-07,West,Accessories,5,48.12,4.1,240.6
O0305,2024-01-26,North,Accessories,6,13.54,3.7,81.24
O0306,2024-02-24,East,Accessories,6,15.42,5.0,92.52
O0307,2024-04-09,North,Accessories,2,21.88,4.4,43.76
O0308,2024-02-26,South,Books,2,8.04,3.0,16.08
O0309,2024-01-20,East,Home,7,25.76,4.5,180.32
O0310,2024-04-29,East,Books,4,41.63,3.4,166.52
O0311,2024-05-01,South,Accessories,4,26.85,3.6,107.4
O0312,2024-01-22,West,Accessories,3,7.9,4.2,23.7
O0313,2024-02-20,West,Books,5,20.48,3.6,102.4
O0314,2024-02-13,North,Accessories,6,35.96,4.7,215.76
O0315,2024-04-28,East,Home,1,6.55,3.4,6.55
O0316,2024-05-11,East,Accessories,4,11.04,3.5,44.16
O0317,2024-05-10,South,Books,7,39.24,3.5,274.68
O0318,2024-06-17,East,Books,2,26.46,3.6,52.92
O0319,2024-05-18,West,Books,2,29.01,4.8,58.02
O0320,2024-02-27,West,Accessories,7,74.34,4.5,520.38
O0321,2024-01-20,West,Accessories,1,30.1,,30.1
O0322,2024-04-20,East,Electronics,3,34.04,5.0,102.12
O0323,2024-06-13,South,Accessories,4,129.28,3.2,517.12
O0324,2024-06-24,West,Home,6,19.32,4.1,115.92
O0325,2024-02-11,South,Home,1,13.22,3.1,13.22
O0326,2024-02-12,East,Books,4,29.31,3.4,117.24
O0327,2024-01-07,South,Books,2,29.53,3.5,59.06
O0328,2024-01-26,South,Electronics,6,15.76,3.2,94.56
O0329,2024-04-09,North,Electronics,5,11.35,3.2,56.75
O0330,2024-04-08,West,Accessories,4,99.62,3.9,398.48
O0331,2024-03-07,North,Books,3,27.45,3.1,82.35
O0332,2024-02-25,North,Accessories,2,13.79,,27.58
O0333,2024-05-29,West,Home,7,40.26,3.3,281.82
O0334,2024-03-23,East,Home,5,20.68,5.0,103.4
O0335,2024-05-25,South,Accessories,3,18.83,3.7,56.49
O0336,2024-06-22,East,Books,3,31.99,4.1,95.97
O0337,2024-02-27,South,Electronics,6,9.59,3.0,57.54
O0338,2024-02-06,North,Accessories,6,27.92,5.0,167.52
O0339,2024-06-20,East,Home,4,76.97,4.8,307.88
O0340,2024-04-24,North,Home,3,30.05,4.2,90.15
O0341,2024-02-22,East,Accessories,5,17.38,,86.9
O0342,2024-04-21,West,Accessories,5,15.96,4.2,79.8
O0343,2024-04-02,West,Accessories,5,17.0,3.2,85.0
O0344,2024-06-11,South,Electronics,1,18.82,5.0,18.82
O0345,2024-02-16,West,Accessories,4,0.0,4.6,69.44
O0346,2024-06-27,East,Accessories,5,40.27,4.1,201.35
O0347,2024-06-17,South,Accessories,7,7.2,2.2,50.4
O0348,2024-02-02,North,Accessories,4,38.87,3.3,155.48
O0349,2024-01-30,South,Home,3,17.34,4.5,52.02
O0350,2024-04-05,East,Accessories,4,28.36,4.9,113.44
O0351,2024-01-09,West,Home,2,10.67,4.8,21.34
O0352,2024-02-23,North,Home,1,52.65,2.8,52.65
O0353,2024-03-19,East,Electronics,5,49.88,4.2,249.4
O0354,2024-06-23,West,Accessories,7,41.42,4.8,289.94
O0355,2024-06-27,West,Electronics,6,8.29,2.8,49.74
O0356,2024-01-28,South,Home,5,38.05,4.0,190.25
O0357,2024-06-09,North,Accessories,1,28.88,4.2,28.88
O0358,2024-01-17,South,Home,7,7.82,3.8,54.74
O0359,2024-05-14,West,Electronics,4,21.85,2.6,87.4
O0360,2024-06-01,West,Accessories,3,28.13,3.8,84.39
O0361,2024-06-09,East,Electronics,-1,31.86,3.8,223.02
O0362,2024-02-10,North,Books,6,24.91,3.9,149.46
O0363,2024-06-09,North,Home,6,26.82,3.6,160.92
O0364,2024-01-21,South,Electronics,2,57.85,3.7,115.7
O0365,2024-04-03,East,Books,7,49.25,4.0,344.75
O0366,2024-03-25,North,Electronics,4,3.44,,13.76
O0367,2024-02-26,East,Books,4,18.06,3.8,72.24
O0368,2024-01-04,East,Electronics,6,19.94,3.7,119.64
O0369,2024-05-18,North,Home,5,7.11,4.1,35.55
O0370,2024-03-01,North,Accessories,2,23.6,2.6,47.2
O0371,2024-04-29,South,Books,3,49.98,,149.94
O0372,2024-03-14,East,Books,3,10.95,4.0,32.85
O0373,2024-03-08,West,Accessories,7,27.62,4.0,193.34
O0374,2024-06-08,South,Accessories,6,12.24,4.7,73.44
O0375,2024-01-18,South,Books,3,14.34,2.5,43.02
O0376,2024-05-12,West,Accessories,6,57.99,2.5,347.94
O0377,2024-05-14,South,Accessories,6,15.6,4.2,93.6
O0378,2024-03-09,South,Home,3,29.98,4.0,89.94
O0379,2024-02-17,South,Home,3,6.58,4.1,19.74
O0380,2024-01-01,North,Home,7,74.48,3.7,521.36
O0381,2024-06-17,South,Books,4,32.84,4.5,131.36
O0382,2024-06-19,East,Electronics,2,19.71,4.7,39.42
O0383,2024-02-13,West,Home,6,32.27,4.4,193.62
O0384,2024-01-06,East,Accessories,5,8.88,3.8,44.4
O0385,2024-01-23,West,Accessories,4,47.88,2.4,191.52
O0386,2024-01-13,East,Home,6,17.98,4.6,107.88
O0387,2024-05-29,North,Accessories,7,19.44,4.9,136.08
O0388,2024-06-09,South,Home,3,16.13,4.5,48.39
O0389,2024-01-28,West,Electronics,3,273.96000000000004,3.3,45.66
O0390,2024-05-14,North,Accessories,2,34.87,4.5,69.74
O0391,2024-02-02,West,Accessories,5,26.22,4.6,131.1
O0392,2024-03-07,East,Electronics,3,33.91,5.0,101.73
O0393,2024-04-17,South,Home,3,22.07,3.3,66.21
O0394,2024-05-09,West,Accessories,5,30.99,3.8,154.95
O0395,2024-06-06,West,Electronics,3,16.91,4.6,50.73
O0396,2024-01-09,North,Electronics,4,94.57,4.0,378.28
O0397,2024-02-05,North,Home,4,8.01,3.2,32.04
O0398,2024-02-20,East,Home,2,50.38,4.3,100.76
O0399,2024-02-25,West,Accessories,1,54.01,4.4,54.01
O0400,2024-06-28,North,Accessories,6,12.76,,76.56
O0401,2024-05-19,East,Home,1,94.54,4.2,94.54
O0402,2024-02-27,North,Books,3,42.4,3.8,127.2
O0403,2024-06-23,East,Home,5,41.73,5.0,208.65
O0404,2024-03-30,East,Electronics,1,22.61,3.3,22.61
O0405,2024-03-31,North,Accessories,5,19.27,3.6,96.35
O0406,2024-03-19,East,Home,6,19.37,4.0,116.22
O0407,2024-01-26,West,Accessories,5,28.61,4.7,143.05
O0408,2024-06-17,West,Electronics,3,55.19,2.9,165.57
O0409,2024-01-03,North,Accessories,1,24.97,,24.97
O0410,2024-02-01,North,Home,7,12.27,2.5,85.89
O0411,2024-02-11,North,Home,3,37.94,4.0,113.82
O0412,2024-02-20,South,Books,6,40.4,3.2,242.4
O0413,2024-01-24,North,Home,2,33.97,3.7,67.94
O0414,2024-01-04,West,Home,2,36.04,4.5,72.08
O0415,2024-05-01,West,Home,6,18.61,3.5,111.66
O0416,2024-06-23,West,Home,7,12.14,4.2,84.98
O0417,2024-01-22,North,Electronics,7,12.62,3.8,88.34
O0418,2024-02-23,North,Books,6,7.67,4.5,46.02
O0419,2024-04-01,West,Home,2,25.89,4.4,51.78
O0007,2024-05-05,,Electronics,3,28.97,3.0,86.91
O0032,2024-01-17,South,Home,7,31.59,3.0,221.13
O0095,2024-02-21,North,Accessories,1,58.37,4.4,58.37
