order_id,order_date,region,category,quantity,unit_price,customer_rating,revenue
O0286,2024-01-29,North,Electronics,3,5.73,3.0,17.19
O0177,2024-01-30,West,Home,5,18.79,4.0,93.95
O0349,2024-01-30,South,Home,3,17.34,4.5,52.02
O0186,2024-01-30,South,Electronics,1,16.18,3.9,16.18
O0040,2024-01-30,East,Home,1,57.79,3.9,57.79
O0167,2024-01-31,North,Books,4,13.2,4.9,52.8
O0261,2024-01-31,North,Accessories,2,15.03,3.7,30.06
O0258,2024-02-01,East,Accessories,7,28.29,3.6,198.03
O0229,2024-02-01,West,Accessories,7,43.78,3.9,306.46
O0410,2024-02-01,North,Home,7,12.27,2.5,85.89
O0391,2024-02-02,West,Accessories,5,26.22,4.6,131.1
O0348,2024-02-02,North,Accessories,4,38.87,3.3,155.48
O0250,2024-02-02,West,Accessories,1,20.59,4.5,20.59
O0022,2024-02-02,North,Home,5,15.45,4.1,77.25
O0252,2024-02-03,East,Electronics,6,34.14,4.2,204.84
O0071,2024-02-04,West,Home,7,8.95,2.4,62.65
O0397,2024-02-05,North,Home,4,8.01,3.2,32.04
O0051,2024-02-05,West,Home,7,11.06,4.7,77.42
O0101,2024-02-05,North,Books,3,46.38,4.6,139.14
O0338,2024-02-06,North,Accessories,6,27.92,5.0,167.52
O0008,2024-02-06,North,Accessories,7,33.13,3.9,231.91
O0223,2024-02-06,South,Accessories,2,65.565,4.6,131.13
O0141,2024-02-08,North,Accessories,6,22.22,4.0,133.32
O0077,2024-02-10,South,Home,5,37.21,4.7,186.05
O0031,2024-02-10,West,Electronics,4,15.65,3.0,62.6
O0362,2024-02-10,North,Books,6,24.91,3.9,149.46
O0325,2024-02-11,South,Home,1,13.22,3.1,13.22
O0411,2024-02-11,North,Home,3,37.94,4.0,113.82
O0326,2024-02-12,East,Books,4,29.31,3.4,117.24
O0188,2024-02-12,West,Home,1,20.77,4.9,20.77
O0147,2024-02-12,North,Accessories,7,18.81,4.4,131.67
O0314,2024-02-13,North,Accessories,6,35.96,4.7,215.76
O0096,2024-02-13,West,Books,3,18.6,4.2,55.8
O0383,2024-02-13,West,Home,6,32.27,4.4,193.62
O0118,2024-02-14,East,Accessories,4,54.5,3.7,218.0
O0379,2024-02-17,South,Home,3,6.58,4.1,19.74
O0205,2024-02-17,North,Books,2,21.57,2.9,43.14
O0208,2024-02-17,East,Home,1,36.92,4.5,36.92
O0210,2024-02-17,East,Electronics,2,31.2,3.9,62.4
O0291,2024-02-18,East,Home,7,11.62,3.3,81.34
O0215,2024-02-19,East,Accessories,6,15.53,3.6,93.18
O0142,2024-02-19,South,Electronics,3,57.82,4.8,173.46
O0280,2024-02-19,East,Accessories,6,38.46,4.1,230.76
O0038,2024-02-19,West,Electronics,3,65.565,2.3,196.7
O0110,2024-02-19,East,Home,5,18.62,3.8,93.1
O0412,2024-02-20,South,Books,6,40.4,3.2,242.4
O0313,2024-02-20,West,Books,5,20.48,3.6,102.4
O0398,2024-02-20,East,Home,2,50.38,4.3,100.76
O0151,2024-02-20,South,Electronics,7,65.565,2.2,458.96
O0095,2024-02-21,North,Accessories,1,58.37,4.4,58.37
O0298,2024-02-21,North,Home,1,28.86,2.9,28.86
O0341,2024-02-22,East,Accessories,5,17.38,3.9,86.9
O0153,2024-02-22,North,Home,1,16.99,3.3,16.99
O0270,2024-02-23,West,Books,7,26.12,5.0,182.84
O0352,2024-02-23,North,Home,1,52.65,2.8,52.65
O0262,2024-02-23,West,Accessories,7,63.63,5.0,445.41
O0418,2024-02-23,North,Books,6,7.67,4.5,46.02
O0189,2024-02-24,West,Books,6,14.54,4.1,87.24
O0306,2024-02-24,East,Accessories,6,15.42,5.0,92.52
O0135,2024-02-24,Unknown,Accessories,1,25.02,4.0,25.02
O0399,2024-02-25,West,Accessories,1,54.01,4.4,54.01
O0332,2024-02-25,North,Accessories,2,13.79,3.9,27.58
O0225,2024-02-25,South,Electronics,2,50.91,5.0,101.82
O0087,2024-02-26,North,Electronics,4,32.75,3.8,131.0
O0367,2024-02-26,East,Books,4,18.06,3.8,72.24
O0308,2024-02-26,South,Books,2,8.04,3.0,16.08
O0320,2024-02-27,West,Accessories,7,65.565,4.5,458.96
O0337,2024-02-27,South,Electronics,6,9.59,3.0,57.54
O0166,2024-02-27,East,Accessories,3,38.69,4.8,116.07
O0402,2024-02-27,North,Books,3,42.4,3.8,127.2
O0065,2024-02-28,North,Books,7,26.01,3.6,182.07
O0293,2024-02-29,Unknown,Electronics,3,3.65,4.1,10.95
O0076,2024-02-29,North,Books,3,22.32,4.4,66.96
O0253,2024-02-29,North,Home,7,33.87,3.9,237.09
O0168,2024-03-01,West,Accessories,4,33.49,2.9,133.96
O0370,2024-03-01,North,Accessories,2,23.6,2.6,47.2
O0198,2024-03-02,Unknown,Accessories,6,13.96,4.0,83.76
O0196,2024-03-02,North,Home,2,16.15,3.4,32.3
O0138,2024-03-03,West,Home,1,15.41,4.0,15.41
O0267,2024-03-03,East,Electronics,7,5.99,4.1,41.93
O0043,2024-03-04,South,Books,6,23.97,3.7,143.82
O0193,2024-03-06,South,Electronics,7,65.565,4.3,458.96
O0200,2024-03-06,South,Home,3,9.06,4.8,27.18
O0300,2024-03-06,Unknown,Home,5,65.565,4.7,327.82
O0052,2024-03-06,South,Accessories,5,29.84,3.9,149.2
O0062,2024-03-06,South,Home,4,65.565,3.9,262.26
O0021,2024-03-07,South,Accessories,2,42.14,5.0,84.28
O0392,2024-03-07,East,Electronics,3,33.91,5.0,101.73
O0067,2024-03-07,East,Accessories,3,29.41,5.0,88.23
O0331,2024-03-07,North,Books,3,27.45,3.1,82.35
O0373,2024-03-08,West,Accessories,7,27.62,4.0,193.34
O0187,2024-03-09,East,Accessories,6,29.17,4.6,175.02
O0378,2024-03-09,South,Home,3,29.98,4.0,89.94
O0026,2024-03-13,South,Electronics,7,41.81,3.5,292.67
O0372,2024-03-14,East,Books,3,10.95,4.0,32.85
O0143,2024-03-14,North,Home,7,4.51,2.3,31.57
O0064,2024-03-14,South,Accessories,2,56.43,3.1,112.86
O0162,2024-03-14,North,Accessories,6,24.45,4.2,146.7
O0163,2024-03-14,North,Books,6,28.16,5.0,168.96
O0247,2024-03-15,West,Electronics,1,37.24,3.6,37.24
O0274,2024-03-16,North,Electronics,7,37.93,3.9,265.51
O0164,2024-03-16,South,Electronics,6,29.12,3.2,174.72
O0237,2024-03-18,East,Books,4,13.22,4.1,52.88
O0004,2024-03-18,South,Home,3,33.21,3.9,99.63
O0406,2024-03-19,East,Home,6,19.37,4.0,116.22
O0003,2024-03-19,East,Accessories,6,17.83,3.1,106.98
O0081,2024-03-19,East,Electronics,3,61.96,3.5,185.88
O0139,2024-03-19,West,Home,3,34.94,2.9,104.82
O0154,2024-03-19,North,Electronics,3,17.53,3.7,52.59
O0090,2024-03-19,West,Accessories,3,35.0,4.8,105.0
O0353,2024-03-19,East,Electronics,5,49.88,4.2,249.4
O0297,2024-03-20,South,Accessories,3,14.31,3.8,42.93
O0029,2024-03-20,South,Home,2,13.52,3.9,27.04
O0120,2024-03-20,East,Electronics,1,51.29,3.5,51.29
O0284,2024-03-20,North,Books,6,11.85,3.0,71.1
O0213,2024-03-21,South,Books,5,31.93,3.9,159.65
O0266,2024-03-21,South,Books,2,5.41,3.6,10.82
O0046,2024-03-21,North,Home,7,57.12,4.4,399.84
O0218,2024-03-21,West,Home,6,23.48,3.7,140.88
O0185,2024-03-21,East,Electronics,3,9.4,4.4,28.2
O0019,2024-03-22,South,Home,7,15.75,5.0,110.25
O0030,2024-03-22,West,Accessories,3,12.7,4.0,38.1
O0113,2024-03-23,South,Home,2,18.94,4.4,37.88
O0221,2024-03-23,West,Electronics,4,22.58,4.3,90.32
O0334,2024-03-23,East,Home,5,20.68,5.0,103.4
O0204,2024-03-23,East,Electronics,5,52.52,3.8,262.6
O0072,2024-03-24,West,Home,5,8.14,4.0,40.7
O0230,2024-03-24,South,Books,1,23.2,3.5,23.2
O0175,2024-03-24,West,Accessories,6,60.08,4.2,360.48
O0069,2024-03-25,East,Home,6,23.85,3.8,143.1
O0276,2024-03-25,East,Home,4,16.69,3.9,66.76
O0123,2024-03-25,North,Electronics,2,20.95,4.6,41.9
O0053,2024-03-25,South,Accessories,7,56.79,4.2,397.53
O0366,2024-03-25,North,Electronics,4,3.44,3.9,13.76
O0108,2024-03-25,West,Home,4,19.04,3.9,76.16
O0289,2024-03-26,South,Home,2,18.86,4.8,37.72
O0075,2024-03-26,South,Home,3,15.07,3.9,45.21
O0275,2024-03-27,South,Home,3,24.79,3.6,74.37
O0281,2024-03-28,East,Books,7,7.97,3.6,55.79
O0234,2024-03-29,East,Electronics,3,8.06,3.5,24.18
O0251,2024-03-29,East,Home,4,12.89,3.6,51.56
O0283,2024-03-29,North,Electronics,6,10.46,4.5,62.76
O0182,2024-03-30,East,Electronics,6,12.16,2.7,72.96
O0184,2024-03-30,West,Electronics,6,11.16,3.4,66.96
O0202,2024-03-30,North,Electronics,2,5.14,4.7,10.28
O0054,2024-03-30,East,Accessories,7,21.11,4.1,147.77
O0404,2024-03-30,East,Electronics,1,22.61,3.3,22.61
O0158,2024-03-31,West,Electronics,2,11.6,3.5,23.2
O0179,2024-03-31,East,Home,6,65.565,3.5,393.39
O0405,2024-03-31,North,Accessories,5,19.27,3.6,96.35
O0020,2024-03-31,West,Electronics,2,22.18,3.9,44.36
O0419,2024-04-01,West,Home,2,25.89,4.4,51.78
O0114,2024-04-01,East,Accessories,4,5.68,4.3,22.72
O0343,2024-04-02,West,Accessories,5,17.0,3.2,85.0
O0016,2024-04-02,East,Accessories,4,25.33,4.4,101.32
O0365,2024-04-03,East,Books,7,49.25,4.0,344.75
O0295,2024-04-03,West,Accessories,1,10.31,3.9,10.31
O0010,2024-04-04,North,Electronics,6,17.52,4.2,105.12
O0350,2024-04-05,East,Accessories,4,28.36,4.9,113.44
O0288,2024-04-07,South,Books,6,36.23,5.0,217.38
O0304,2024-04-07,West,Accessories,5,48.12,4.1,240.6
O0294,2024-04-08,West,Electronics,4,17.71,4.0,70.84
O0228,2024-04-08,West,Home,1,15.72,5.0,15.72
O0330,2024-04-08,West,Accessories,4,65.565,3.9,262.26
O0056,2024-04-08,West,Books,4,10.76,4.0,43.04
O0028,2024-04-08,East,Accessories,2,23.72,4.3,47.44
O0131,2024-04-09,South,Accessories,5,30.19,3.1,150.95
O0329,2024-04-09,North,Electronics,5,11.35,3.2,56.75
O0033,2024-04-09,North,Accessories,6,11.93,2.9,71.58
O0307,2024-04-09,North,Accessories,2,21.88,4.4,43.76
O0157,2024-04-10,East,Home,3,20.57,3.9,61.71
O0112,2024-04-10,North,Books,3,20.82,3.4,62.46
O0133,2024-04-10,South,Electronics,4,43.05,4.5,172.2
O0078,2024-04-11,West,Books,4,24.96,2.5,99.84
O0130,2024-04-11,West,Home,2,34.76,3.5,69.52
O0125,2024-04-11,North,Books,1,65.565,3.7,65.56
O0115,2024-04-12,North,Accessories,2,12.41,2.8,24.82
O0287,2024-04-12,East,Electronics,4,33.09,3.5,132.36
O0128,2024-04-13,East,Home,1,15.59,3.1,15.59
O0265,2024-04-14,West,Books,1,48.22,3.2,48.22
O0227,2024-04-14,Unknown,Home,2,65.565,3.9,131.13
O0259,2024-04-15,West,Books,2,14.8,3.1,29.6
O0269,2024-04-16,Unknown,Home,3,23.09,4.2,69.27
O0393,2024-04-17,South,Home,3,22.07,3.3,66.21
O0136,2024-04-18,East,Books,2,41.5,3.8,83.0
O0192,2024-04-19,West,Electronics,5,12.53,5.0,62.65
O0322,2024-04-20,East,Electronics,3,34.04,5.0,102.12
O0268,2024-04-20,South,Home,1,37.24,2.3,37.24
O0342,2024-04-21,West,Accessories,5,15.96,4.2,79.8
O0239,2024-04-22,South,Books,4,13.85,3.8,55.4
O0191,2024-04-23,South,Home,2,13.97,2.2,27.94
O0084,2024-04-23,South,Home,5,49.76,2.5,248.8
O0244,2024-04-23,East,Books,3,16.22,3.8,48.66
O0039,2024-04-23,North,Home,4,9.07,3.9,36.28
O0098,2024-04-24,South,Accessories,3,18.99,3.1,56.97
O0129,2024-04-24,East,Books,7,22.41,3.3,156.87
O0340,2024-04-24,North,Home,3,30.05,4.2,90.15
O0025,2024-04-25,East,Home,7,11.93,4.7,83.51
O0243,2024-04-26,North,Accessories,4,65.565,3.5,262.26
O0002,2024-04-27,West,Accessories,1,18.58,1.8,18.58
O0122,2024-04-27,North,Electronics,4,22.74,4.6,90.96
O0315,2024-04-28,East,Home,1,6.55,3.4,6.55
O0254,2024-04-28,East,Home,2,65.565,4.7,131.13
O0155,2024-04-29,South,Home,1,10.52,3.0,10.52
O0161,2024-04-29,West,Home,1,13.53,4.2,13.53
O0236,2024-04-29,West,Electronics,2,59.5,2.8,119.0
O0371,2024-04-29,South,Books,3,49.98,3.9,149.94
O0107,2024-04-29,North,Electronics,1,13.63,4.2,13.63
O0310,2024-04-29,East,Books,4,41.63,3.4,166.52
O0282,2024-04-30,North,Accessories,1,14.44,3.6,14.44
O0079,2024-04-30,South,Home,5,14.49,2.7,72.45
O0121,2024-04-30,North,Home,4,23.11,3.5,92.44
O0256,2024-05-01,East,Electronics,3,56.94,2.8,170.82
O0415,2024-05-01,West,Home,6,18.61,3.5,111.66
O0311,2024-05-01,South,Accessories,4,26.85,3.6,107.4
O0059,2024-05-02,North,Books,2,12.26,3.7,24.52
O0048,2024-05-02,North,Accessories,4,46.34,4.2,185.36
O0097,2024-05-02,North,Home,2,10.5,4.7,21.0
O0190,2024-05-03,West,Home,1,14.32,4.8,14.32
O0203,2024-05-05,South,Home,6,10.21,4.0,61.26
O0174,2024-05-05,South,Accessories,1,20.25,3.7,20.25
O0183,2024-05-05,Unknown,Home,3,58.28,4.2,174.84
O0007,2024-05-05,Unknown,Electronics,3,28.97,3.0,86.91
O0222,2024-05-06,West,Accessories,6,32.16,2.7,192.96
O0042,2024-05-06,Unknown,Electronics,5,29.0,2.9,145.0
O0109,2024-05-06,West,Books,6,19.69,5.0,118.14
O0085,2024-05-06,South,Electronics,7,46.27,3.0,323.89
O0014,2024-05-09,South,Accessories,2,43.8,3.6,87.6
O0235,2024-05-09,East,Books,4,41.63,3.9,166.52
O0176,2024-05-09,East,Home,3,42.73,3.8,128.19
O0224,2024-05-09,West,Home,3,60.87,4.1,182.61
O0211,2024-05-09,South,Electronics,2,35.65,3.9,71.3
O0394,2024-05-09,West,Accessories,5,30.99,3.8,154.95
O0173,2024-05-10,West,Home,2,33.06,3.8,66.12
O0317,2024-05-10,South,Books,7,39.24,3.5,274.68
O0316,2024-05-11,East,Accessories,4,11.04,3.5,44.16
O0376,2024-05-12,West,Accessories,6,57.99,2.5,347.94
O0214,2024-05-12,North,Accessories,1,32.07,3.5,32.07
O0012,2024-05-12,West,Home,5,22.72,5.0,113.6
O0061,2024-05-14,West,Accessories,6,52.32,4.2,313.92
O0377,2024-05-14,South,Accessories,6,15.6,4.2,93.6
O0390,2024-05-14,North,Accessories,2,34.87,4.5,69.74
O0359,2024-05-14,West,Electronics,4,21.85,2.6,87.4
O0050,2024-05-16,East,Books,6,21.35,3.4,128.1
O0041,2024-05-16,North,Accessories,6,24.47,3.9,146.82
O0233,2024-05-16,West,Accessories,6,19.86,4.2,119.16
O0246,2024-05-16,East,Electronics,3,23.65,3.9,70.95
O0206,2024-05-17,South,Electronics,5,51.36,4.4,256.8
O0013,2024-05-17,North,Electronics,3,22.13,3.8,66.39
O0127,2024-05-17,East,Accessories,4,6.04,3.4,24.16
O0369,2024-05-18,North,Home,5,7.11,4.1,35.55
O0088,2024-05-18,South,Home,1,31.12,3.9,31.12
O0172,2024-05-18,North,Books,4,28.15,4.1,112.6
O0319,2024-05-18,West,Books,2,29.01,4.8,58.02
O0001,2024-05-19,East,Accessories,1,22.96,3.7,22.96
O0401,2024-05-19,East,Home,1,65.565,4.2,65.56
O0024,2024-05-20,East,Accessories,7,34.48,4.3,241.36
O0106,2024-05-20,West,Electronics,2,22.24,4.6,44.48
O0111,2024-05-20,North,Home,7,65.565,2.7,458.96
O0277,2024-05-20,East,Home,4,17.18,4.5,68.72
O0049,2024-05-20,West,Home,1,14.6,4.6,14.6
O0209,2024-05-20,South,Electronics,4,12.36,2.9,49.44
O0248,2024-05-21,West,Books,2,16.6,4.9,33.2
O0105,2024-05-21,South,Books,2,29.75,3.8,59.5
O0159,2024-05-21,North,Books,4,21.01,4.3,84.04
O0015,2024-05-21,North,Accessories,5,48.04,3.8,240.2
O0260,2024-05-22,East,Accessories,2,22.54,3.9,45.08
O0212,2024-05-22,South,Accessories,7,15.26,4.9,106.82
O0070,2024-05-23,West,Home,7,17.02,4.4,119.14
O0104,2024-05-23,Unknown,Accessories,6,11.67,5.0,70.02
O0134,2024-05-23,West,Accessories,7,43.36,2.8,303.52
O0102,2024-05-24,North,Accessories,1,17.55,2.7,17.55
O0091,2024-05-24,Unknown,Electronics,3,9.2,4.9,27.6
O0335,2024-05-25,South,Accessories,3,18.83,3.7,56.49
O0290,2024-05-25,East,Electronics,6,4.43,4.1,26.58
O0226,2024-05-25,South,Accessories,3,11.58,3.2,34.74
O0165,2024-05-26,West,Home,5,9.41,4.0,47.05
O0148,2024-05-27,Unknown,Books,5,8.33,3.5,41.65
O0037,2024-05-28,East,Books,3,23.84,4.0,71.52
O0301,2024-05-28,West,Books,5,19.45,3.0,97.25
O0027,2024-05-28,West,Home,7,34.96,3.4,244.72
O0083,2024-05-29,West,Home,5,41.8,3.8,209.0
O0100,2024-05-29,South,Electronics,1,23.37,3.3,23.37
O0387,2024-05-29,North,Accessories,7,19.44,4.9,136.08
O0333,2024-05-29,West,Home,7,40.26,3.3,281.82
O0089,2024-05-29,North,Accessories,2,10.88,3.7,21.76
O0092,2024-05-31,West,Accessories,3,13.24,3.9,39.72
O0018,2024-05-31,Unknown,Home,3,30.43,3.7,91.29
O0360,2024-06-01,West,Accessories,3,28.13,3.8,84.39
O0296,2024-06-01,East,Home,7,37.45,4.0,262.15
O0124,2024-06-02,West,Accessories,1,22.25,3.9,22.25
O0145,2024-06-02,Unknown,Home,7,10.26,4.9,71.82
O0150,2024-06-03,West,Books,3,12.69,2.8,38.07
O0036,2024-06-03,North,Electronics,5,19.44,4.8,97.2
O0005,2024-06-03,North,Electronics,4,27.69,3.5,110.76
O0231,2024-06-03,East,Electronics,7,16.98,3.9,118.86
O0395,2024-06-06,West,Electronics,3,16.91,4.6,50.73
O0034,2024-06-08,East,Accessories,5,29.5,2.7,147.5
O0374,2024-06-08,South,Accessories,6,12.24,4.7,73.44
O0047,2024-06-09,East,Electronics,4,16.5,4.1,66.0
O0388,2024-06-09,South,Home,3,16.13,4.5,48.39
O0363,2024-06-09,North,Home,6,26.82,3.6,160.92
O0357,2024-06-09,North,Accessories,1,28.88,4.2,28.88
O0303,2024-06-10,North,Electronics,6,8.45,3.4,50.7
O0094,2024-06-10,West,Books,6,38.33,4.5,229.98
O0066,2024-06-11,South,Home,7,20.12,3.5,140.84
O0219,2024-06-11,West,Electronics,3,27.46,3.8,82.38
O0344,2024-06-11,South,Electronics,1,18.82,5.0,18.82
O0178,2024-06-11,East,Electronics,4,36.15,4.1,144.6
O0201,2024-06-12,South,Home,2,6.84,2.7,13.68
O0323,2024-06-13,South,Accessories,4,65.565,3.2,262.26
O0152,2024-06-14,South,Home,5,65.565,4.7,327.82
O0060,2024-06-15,South,Books,4,25.72,3.2,102.88
O0263,2024-06-15,West,Books,1,28.12,2.7,28.12
O0023,2024-06-15,South,Accessories,2,37.48,5.0,74.96
O0347,2024-06-17,South,Accessories,7,7.2,2.2,50.4
O0318,2024-06-17,East,Books,2,26.46,3.6,52.92
O0381,2024-06-17,South,Books,4,32.84,4.5,131.36
O0180,2024-06-17,East,Home,6,65.565,4.4,393.39
O0408,2024-06-17,West,Electronics,3,55.19,2.9,165.57
O0285,2024-06-17,East,Home,6,22.98,4.8,137.88
O0080,2024-06-18,North,Home,3,49.26,4.2,147.78
O0382,2024-06-19,East,Electronics,2,19.71,4.7,39.42
O0339,2024-06-20,East,Home,4,65.565,4.8,262.26
O0292,2024-06-20,East,Electronics,5,49.47,3.6,247.35
O0194,2024-06-21,East,Books,3,26.93,4.8,80.79
O0273,2024-06-21,West,Books,4,65.565,4.8,262.26
O0199,2024-06-22,North,Accessories,1,3.96,4.2,3.96
O0336,2024-06-22,East,Books,3,31.99,4.1,95.97
O0207,2024-06-23,South,Accessories,3,29.0,2.2,87.0
O0416,2024-06-23,West,Home,7,12.14,4.2,84.98
O0063,2024-06-23,West,Books,1,15.16,4.5,15.16
O0403,2024-06-23,East,Home,5,41.73,5.0,208.65
O0354,2024-06-23,West,Accessories,7,41.42,4.8,289.94
O0045,2024-06-23,West,Home,6,20.09,4.3,120.54
O0324,2024-06-24,West,Home,6,19.32,4.1,115.92
O0011,2024-06-24,East,Home,7,5.38,5.0,37.66
O0140,2024-06-25,East,Accessories,3,23.85,3.1,71.55
O0355,2024-06-27,West,Electronics,6,8.29,2.8,49.74
O0264,2024-06-27,North,Home,3,19.26,4.2,57.78
O0346,2024-06-27,East,Accessories,5,40.27,4.1,201.35
O0144,2024-06-27,Unknown,Home,6,8.83,4.3,52.98
O0400,2024-06-28,North,Accessories,6,12.76,3.9,76.56
O0160,2024-06-28,North,Home,3,7.84,4.3,23.52
